,Date,USD (PM),roi,roi_Value,roi_Value_percent,Date_year,Date_month,Date_day,month_mean_Value,month_roi
220,2017-07-26,1248.1,-1,-6.300000000000182,-0.5022321428571573,2017,7,26,1236.2214285714285,1
221,2017-07-27,1261.1,1,13.0,1.0415832064738404,2017,7,27,1236.2214285714285,1
222,2017-07-28,1264.9,1,3.800000000000182,0.30132424074222364,2017,7,28,1236.2214285714285,1
223,2017-07-31,1267.55,1,2.6499999999998636,0.2095027274883282,2017,7,31,1236.2214285714285,1
224,2017-08-01,1270.95,1,3.400000000000091,0.26823399471421966,2017,8,1,1282.3159090909091,-1
225,2017-08-02,1269.6,-1,-1.3500000000001364,-0.10621975687478945,2017,8,2,1282.3159090909091,-1
226,2017-08-03,1268.1,-1,-1.5,-0.11814744801512288,2017,8,3,1282.3159090909091,-1
227,2017-08-04,1257.7,-1,-10.399999999999864,-0.8201245958520514,2017,8,4,1282.3159090909091,-1
228,2017-08-07,1258.0,1,0.2999999999999545,0.023853065118864158,2017,8,7,1282.3159090909091,-1
229,2017-08-08,1261.8,1,3.7999999999999545,0.30206677265500437,2017,8,8,1282.3159090909091,-1
230,2017-08-09,1271.05,1,9.25,0.7330797273735933,2017,8,9,1282.3159090909091,-1
231,2017-08-10,1284.4,1,13.350000000000136,1.0503127335667468,2017,8,10,1282.3159090909091,1
232,2017-08-11,1286.1,1,1.699999999999818,0.13235752102147447,2017,8,11,1282.3159090909091,1
233,2017-08-14,1282.3,-1,-3.7999999999999545,-0.29546691548090775,2017,8,14,1282.3159090909091,-1
234,2017-08-15,1270.3,-1,-12.0,-0.9358184512204634,2017,8,15,1282.3159090909091,-1
235,2017-08-16,1272.75,1,2.4500000000000455,0.1928678264976813,2017,8,16,1282.3159090909091,-1
236,2017-08-17,1285.15,1,12.400000000000091,0.97426831663721,2017,8,17,1282.3159090909091,1
237,2017-08-18,1295.8,1,10.649999999999864,0.8286970392561074,2017,8,18,1282.3159090909091,1
238,2017-08-21,1292.9,-1,-2.8999999999998636,-0.2237999691310282,2017,8,21,1282.3159090909091,1
239,2017-08-22,1284.2,-1,-8.700000000000045,-0.6729058705236326,2017,8,22,1282.3159090909091,1
240,2017-08-23,1286.65,1,2.4500000000000455,0.1907802522971535,2017,8,23,1282.3159090909091,1
241,2017-08-24,1289.0,1,2.349999999999909,0.1826448529125954,2017,8,24,1282.3159090909091,1
242,2017-08-25,1285.3,-1,-3.7000000000000455,-0.2870442203258375,2017,8,25,1282.3159090909091,1
243,2017-08-29,1318.65,1,33.350000000000136,2.5947249669338004,2017,8,29,1282.3159090909091,1
244,2017-08-30,1308.5,-1,-10.150000000000091,-0.7697266143404308,2017,8,30,1282.3159090909091,1
245,2017-08-31,1311.75,1,3.25,0.2483760030569354,2017,8,31,1282.3159090909091,1
246,2017-09-01,1320.4,1,8.650000000000091,0.6594244330093456,2017,9,1,1314.9785714285713,1
247,2017-09-04,1333.1,1,12.699999999999818,0.9618297485610282,2017,9,4,1314.9785714285713,1
248,2017-09-05,1335.55,1,2.4500000000000455,0.18378216187833213,2017,9,5,1314.9785714285713,1
249,2017-09-06,1337.85,1,2.2999999999999545,0.1722136947325038,2017,9,6,1314.9785714285713,1
250,2017-09-07,1343.5,1,5.650000000000091,0.42231939305602956,2017,9,7,1314.9785714285713,1
251,2017-09-08,1346.25,1,2.75,0.20468924451060663,2017,9,8,1314.9785714285713,1
252,2017-09-11,1334.2,-1,-12.049999999999955,-0.8950789229340728,2017,9,11,1314.9785714285713,1
253,2017-09-12,1326.5,-1,-7.7000000000000455,-0.5771248688352605,2017,9,12,1314.9785714285713,1
254,2017-09-13,1327.55,1,1.0499999999999545,0.07915567282321556,2017,9,13,1314.9785714285713,1
255,2017-09-14,1324.55,-1,-3.0,-0.22598018907009154,2017,9,14,1314.9785714285713,1
256,2017-09-15,1322.85,-1,-1.7000000000000455,-0.12834547582198072,2017,9,15,1314.9785714285713,1
257,2017-09-18,1312.1,-1,-10.75,-0.8126393771024683,2017,9,18,1314.9785714285713,-1
258,2017-09-19,1309.6,-1,-2.5,-0.19053425805959914,2017,9,19,1314.9785714285713,-1
259,2017-09-20,1311.3,1,1.7000000000000455,0.12981062919975914,2017,9,20,1314.9785714285713,-1
260,2017-09-21,1292.1,-1,-19.200000000000045,-1.4641958361930945,2017,9,21,1314.9785714285713,-1
261,2017-09-22,1294.8,1,2.7000000000000455,0.20896215463199797,2017,9,22,1314.9785714285713,-1
262,2017-09-25,1293.3,-1,-1.5,-0.11584800741427248,2017,9,25,1314.9785714285713,-1
263,2017-09-26,1300.05,1,6.75,0.5219206680584552,2017,9,26,1314.9785714285713,-1
264,2017-09-27,1282.55,-1,-17.5,-1.3461020729971924,2017,9,27,1314.9785714285713,-1
265,2017-09-28,1283.35,1,0.7999999999999545,0.06237573583875518,2017,9,28,1314.9785714285713,-1
266,2017-09-29,1283.1,-1,-0.25,-0.019480266490045584,2017,9,29,1314.9785714285713,-1
267,2017-10-02,1273.7,-1,-9.399999999999864,-0.732600732600722,2017,10,2,1279.5136363636364,-1
