,Date,Value,roi_x,roi_Value_x,roi_Value_percent_x,month_mean_Value_x,month_roi_x,USD (PM),roi_y,roi_Value_y,roi_Value_percent_y,month_mean_Value_y,month_roi_y,buy_Value,sale_Value,buy_USD (PM),sale_USD (PM),new_roi_bitcoin,new_roi_gold,have_money,deal_bitcoin,deal_gold,have_bitcoin,have_gold
35,2016-10-16,641.42,1.0,3.4799999999999045,0.5455058469448387,639.3429032258065,1,1251.75,0.0,0.0,0.0,1266.5690476190478,-1.0,654.2484,628.5916,1264.2675,1239.2325,-22.107200000000148,-25.034999999999854,1000.0,0.0,0.0,0.0,0
36,2016-10-17,638.97,-1.0,-2.449999999999932,-0.3819650151226859,639.3429032258065,-1,1254.8,1.0,3.0499999999999545,0.2436588775713964,1266.5690476190478,-1.0,651.7494,626.1906,1267.348,1242.252,-28.05779999999993,-22.015499999999975,1000.0,0.0,0.0,0.0,0
37,2016-10-18,636.29,-1.0,-2.680000000000064,-0.4194250121289049,639.3429032258065,-1,1258.2,1.0,3.400000000000091,0.2709595154606384,1266.5690476190478,-1.0,649.0158,623.5641999999999,1270.7820000000002,1245.618,-28.185200000000123,-21.730000000000018,1000.0,0.0,0.0,0.0,0
38,2016-10-19,629.25,-1.0,-7.039999999999964,-1.1064137421615874,639.3429032258065,-1,1269.05,1.0,10.849999999999907,0.8623430297249968,1266.5690476190478,1.0,641.835,616.665,1281.7404999999999,1256.3595,-32.35080000000005,-14.422500000000127,1000.0,0.0,0.0,0.0,0
39,2016-10-20,627.72,-1.0,-1.5299999999999727,-0.2431466030989229,639.3429032258065,-1,1271.65,1.0,2.6000000000001364,0.2048776643946366,1266.5690476190478,1.0,640.2744,615.1656,1284.3665,1258.9335,-26.669399999999996,-22.80699999999979,1000.0,0.0,0.0,0.0,0
40,2016-10-21,631.92,1.0,4.199999999999932,0.6690881284649097,639.3429032258065,-1,1266.05,-1.0,-5.600000000000136,-0.4403727440726722,1266.5690476190478,-1.0,644.5584,619.2815999999999,1278.7105,1253.3895,-20.992800000000102,-30.97700000000009,1000.0,0.0,0.0,0.0,0
41,2016-10-22,655.48,1.0,23.56000000000006,3.728320040511466,639.3429032258065,1,1266.05,0.0,0.0,0.0,1266.5690476190478,-1.0,668.5896,642.3704,1278.7105,1253.3895,-2.187999999999988,-25.320999999999913,1000.0,0.0,0.0,0.0,0
42,2016-10-23,653.25,-1.0,-2.230000000000018,-0.3402087020198966,639.3429032258065,1,1266.05,0.0,0.0,0.0,1266.5690476190478,-1.0,666.315,640.185,1278.7105,1253.3895,-28.404600000000073,-25.320999999999913,1000.0,0.0,0.0,0.0,0
43,2016-10-24,651.39,-1.0,-1.8600000000000136,-0.2847301951779584,639.3429032258065,1,1265.55,-1.0,-0.5,-0.0394929110224714,1266.5690476190478,-1.0,664.4177999999999,638.3622,1278.2055,1252.8944999999999,-27.952800000000025,-25.81600000000003,1000.0,0.0,0.0,0.0,0
44,2016-10-25,655.31,1.0,3.919999999999959,0.6017900182686193,639.3429032258065,1,1269.4,1.0,3.850000000000136,0.3042155584528574,1266.5690476190478,1.0,668.4162,642.2037999999999,1282.094,1256.7060000000001,-22.214000000000055,-21.499499999999898,1000.0,0.0,0.0,0.0,0
45,2016-10-26,651.45,-1.0,-3.8599999999999,-0.5890341975553403,639.3429032258065,1,1270.5,1.0,1.099999999999909,0.0866551126516392,1266.5690476190478,1.0,664.479,638.421,1283.205,1257.795,-29.995199999999954,-24.298999999999978,0.0,1.5049384555418606,0.0,0.0,0
46,2016-10-27,682.22,1.0,30.769999999999985,4.723309540256348,639.3429032258065,1,1266.25,-1.0,-4.25,-0.3345139708776072,1266.5690476190478,-1.0,695.8644,668.5756,1278.9125,1253.5875,4.096599999999967,-29.617499999999836,0.0,-1.5049384555418606,0.0,0.0,0
47,2016-10-28,687.68,1.0,5.459999999999923,0.8003283398317145,639.3429032258065,1,1273.0,1.0,6.75,0.5330700888450148,1266.5690476190478,1.0,701.4336,673.9264,1285.73,1260.27,-21.938000000000102,-18.642499999999927,1006.1651308769727,0.0,0.0,0.0,0
48,2016-10-29,685.91,-1.0,-1.7699999999999818,-0.2573871568171216,639.3429032258065,1,1273.0,0.0,0.0,0.0,1266.5690476190478,1.0,699.6282,672.1918,1285.73,1260.27,-29.241800000000012,-25.460000000000036,1006.1651308769727,0.0,0.0,0.0,0
49,2016-10-30,698.0,1.0,12.090000000000032,1.762621918327482,639.3429032258065,1,1273.0,0.0,0.0,0.0,1266.5690476190478,1.0,711.96,684.04,1285.73,1260.27,-15.588200000000029,-25.460000000000036,1006.1651308769727,0.0,0.0,0.0,0
50,2016-10-31,702.0,1.0,4.0,0.5730659025787965,639.3429032258065,1,1272.0,-1.0,-1.0,-0.0785545954438334,1266.5690476190478,1.0,716.04,687.96,1284.72,1259.28,-24.0,-26.450000000000045,1006.1651308769727,0.0,0.0,0.0,0
51,2016-11-01,697.01,-1.0,-4.990000000000009,-0.7108262108262121,721.5323333333333,-1,1288.45,1.0,16.450000000000045,1.2932389937106954,1235.9795454545454,1.0,710.9502,683.0698,1301.3345000000002,1275.5655,-32.97019999999998,-9.154500000000098,0.0,1.4152399575623902,0.0,0.0,0
52,2016-11-02,733.33,1.0,36.32000000000005,5.210829112925216,721.5323333333333,1,1303.75,1.0,15.299999999999956,1.1874733206565993,1235.9795454545454,1.0,747.9966000000001,718.6634,1316.7875,1290.7125,7.713200000000029,-10.622000000000071,0.0,-1.4152399575623902,0.0,0.0,0
53,2016-11-03,686.17,-1.0,-47.16000000000008,-6.430938322446932,721.5323333333333,-1,1301.0,-1.0,-2.75,-0.2109300095877277,1235.9795454545454,1.0,699.8933999999999,672.4466,1314.01,1287.99,-75.55000000000007,-28.7974999999999,1017.0811597176431,0.0,0.0,0.0,0
54,2016-11-04,683.69,-1.0,-2.4799999999999045,-0.3614264686593562,721.5323333333333,-1,1302.8,1.0,1.7999999999999543,0.1383551114527252,1235.9795454545454,1.0,697.3638000000001,670.0162,1315.828,1289.772,-29.877199999999903,-24.238000000000056,1017.0811597176431,0.0,0.0,0.0,0
55,2016-11-05,704.79,1.0,21.09999999999991,3.0861940353083863,721.5323333333333,-1,1302.8,0.0,0.0,0.0,1235.9795454545454,1.0,718.8858,690.6941999999999,1315.828,1289.772,-6.669600000000173,-26.05600000000004,1017.0811597176431,0.0,0.0,0.0,0
56,2016-11-06,712.0,1.0,7.210000000000036,1.0229997587934043,721.5323333333333,-1,1302.8,0.0,0.0,0.0,1235.9795454545454,1.0,726.24,697.76,1315.828,1289.772,-21.125800000000027,-26.05600000000004,1017.0811597176431,0.0,0.0,0.0,0
57,2016-11-07,709.96,-1.0,-2.039999999999964,-0.2865168539325791,721.5323333333333,-1,1283.05,-1.0,-19.75,-1.5159656125268652,1235.9795454545454,1.0,724.1592,695.7608,1295.8805,1270.2195,-30.47919999999999,-45.60850000000005,1017.0811597176431,0.0,0.0,0.0,0
58,2016-11-08,708.97,-1.0,-0.9900000000000092,-0.1394444757451136,721.5323333333333,-1,1282.35,-1.0,-0.7000000000000455,-0.0545574997077312,1235.9795454545454,1.0,723.1494,694.7906,1295.1734999999999,1269.5265,-29.368600000000015,-26.354000000000042,1017.0811597176431,0.0,0.0,0.0,0
59,2016-11-09,720.93,1.0,11.959999999999924,1.686954314004813,721.5323333333333,-1,1281.4,-1.0,-0.949999999999818,-0.0740827387218636,1235.9795454545454,1.0,735.3485999999999,706.5114,1294.2140000000002,1268.586,-16.638000000000034,-26.587499999999864,1017.0811597176431,0.0,0.0,0.0,0
60,2016-11-10,721.5,1.0,0.57000000000005,0.07906454163373,721.5323333333333,-1,1267.5,-1.0,-13.900000000000093,-1.084751053535203,1235.9795454545454,1.0,735.9300000000001,707.0699999999999,1280.175,1254.825,-28.278599999999983,-39.389000000000124,1017.0811597176431,0.0,0.0,0.0,0
61,2016-11-11,715.45,-1.0,-6.0499999999999545,-0.8385308385308323,721.5323333333333,-1,1236.45,-1.0,-31.049999999999955,-2.449704142011831,1235.9795454545454,1.0,729.759,701.1410000000001,1248.8145,1224.0855000000001,-34.78899999999999,-56.089499999999816,1017.0811597176431,0.0,0.0,0.0,0
62,2016-11-12,703.71,-1.0,-11.740000000000007,-1.6409252917744088,721.5323333333333,-1,1236.45,0.0,0.0,0.0,1235.9795454545454,-1.0,717.7842,689.6358,1248.8145,1224.0855000000001,-40.1232,-24.728999999999814,1017.0811597176431,0.0,0.0,0.0,0
63,2016-11-13,702.28,-1.0,-1.4300000000000637,-0.2032087081326205,721.5323333333333,-1,1236.45,0.0,0.0,0.0,1235.9795454545454,-1.0,716.3256,688.2343999999999,1248.8145,1224.0855000000001,-29.54980000000012,-24.728999999999814,1017.0811597176431,0.0,0.0,0.0,0
64,2016-11-14,706.46,1.0,4.180000000000064,0.5952041920601561,721.5323333333333,-1,1213.6,-1.0,-22.850000000000136,-1.848032674188211,1235.9795454545454,-1.0,720.5892,692.3308000000001,1225.7359999999999,1201.464,-23.99479999999994,-47.35050000000001,1017.0811597176431,0.0,0.0,0.0,0
65,2016-11-15,710.91,1.0,4.449999999999932,0.6299011975200197,721.5323333333333,-1,1226.95,1.0,13.350000000000136,1.1000329597890686,1235.9795454545454,-1.0,725.1282,696.6918,1239.2195000000002,1214.6805,-23.89740000000006,-11.055499999999938,1017.0811597176431,0.0,0.0,0.0,0
66,2016-11-16,711.73,1.0,0.82000000000005,0.1153451210420517,721.5323333333333,-1,1229.2,1.0,2.25,0.183381555890623,1235.9795454545454,-1.0,725.9646,697.4954,1241.492,1216.9080000000001,-27.632799999999975,-22.311500000000024,1017.0811597176431,0.0,0.0,0.0,0
67,2016-11-17,736.96,1.0,25.23000000000001,3.5448835934975365,721.5323333333333,1,1226.75,-1.0,-2.450000000000045,-0.1993166287015982,1235.9795454545454,-1.0,751.6992,722.2208,1239.0175,1214.4825,-3.7437999999999647,-27.00949999999989,1017.0811597176431,0.0,0.0,0.0,0
68,2016-11-18,747.52,1.0,10.559999999999944,1.4329135909682946,721.5323333333333,1,1211.0,-1.0,-15.75,-1.2838801711840229,1235.9795454545454,-1.0,762.4704,732.5695999999999,1223.11,1198.89,-19.129600000000096,-40.12749999999983,1017.0811597176431,0.0,0.0,0.0,0
69,2016-11-19,748.98,1.0,1.4600000000000364,0.1953125000000048,721.5323333333333,1,1211.0,0.0,0.0,0.0,1235.9795454545454,-1.0,763.9596,734.0004,1223.11,1198.89,-28.470000000000027,-24.2199999999998,1017.0811597176431,0.0,0.0,0.0,0
70,2016-11-20,729.06,-1.0,-19.92000000000008,-2.65961707922776,721.5323333333333,1,1211.0,0.0,0.0,0.0,1235.9795454545454,-1.0,743.6411999999999,714.4788,1223.11,1198.89,-49.480800000000045,-24.2199999999998,1017.0811597176431,0.0,0.0,0.0,0
71,2016-11-21,738.53,1.0,9.470000000000027,1.2989328724659188,721.5323333333333,1,1214.25,1.0,3.25,0.2683732452518579,1235.9795454545454,-1.0,753.3006,723.7593999999999,1226.3925,1202.1075,-19.8818,-21.002499999999827,1017.0811597176431,0.0,0.0,0.0,0
72,2016-11-22,736.97,-1.0,-1.5599999999999454,-0.2112304171800665,721.5323333333333,1,1212.25,-1.0,-2.0,-0.1647107267860819,1235.9795454545454,-1.0,751.7094000000001,722.2306,1224.3725,1200.1275,-31.07000000000005,-26.264999999999873,1017.0811597176431,0.0,0.0,0.0,0
73,2016-11-23,741.63,1.0,4.659999999999968,0.6323188189478497,721.5323333333333,1,1185.35,-1.0,-26.90000000000009,-2.219014229738097,1235.9795454545454,-1.0,756.4626,726.7974,1197.2034999999998,1173.4965,-24.912000000000035,-50.875999999999976,1017.0811597176431,0.0,0.0,0.0,0
74,2016-11-24,737.45,-1.0,-4.17999999999995,-0.5636233701441352,721.5323333333333,1,1186.1,1.0,0.75,0.0632724511747585,1235.9795454545454,-1.0,752.1990000000001,722.701,1197.961,1174.2389999999998,-33.76159999999993,-22.964500000000044,1017.0811597176431,0.0,0.0,0.0,0
75,2016-11-25,735.64,-1.0,-1.8100000000000591,-0.2454403688385733,721.5323333333333,1,1187.7,1.0,1.6000000000001364,0.1348958772447632,1235.9795454545454,-1.0,750.3528,720.9272,1199.577,1175.823,-31.2718000000001,-22.13799999999992,1017.0811597176431,0.0,0.0,0.0,0
76,2016-11-26,733.67,-1.0,-1.9700000000000275,-0.2677940296884383,721.5323333333333,1,1187.7,0.0,0.0,0.0,1235.9795454545454,-1.0,748.3434,718.9966,1199.577,1175.823,-31.356200000000058,-23.753999999999905,1017.0811597176431,0.0,0.0,0.0,0
77,2016-11-27,727.96,-1.0,-5.709999999999923,-0.7782790627938887,721.5323333333333,1,1187.7,0.0,0.0,0.0,1235.9795454545454,-1.0,742.5192000000001,713.4008,1199.577,1175.823,-34.94259999999997,-23.753999999999905,1017.0811597176431,0.0,0.0,0.0,0
78,2016-11-28,727.31,-1.0,-0.650000000000091,-0.0892906203637687,721.5323333333333,1,1187.0,-1.0,-0.7000000000000455,-0.058937442115016,1235.9795454545454,-1.0,741.8562,712.7638,1198.8700000000001,1175.1299999999999,-29.755400000000122,-24.447000000000116,1017.0811597176431,0.0,0.0,0.0,0
79,2016-11-29,732.71,1.0,5.400000000000091,0.7424619488251353,721.5323333333333,1,1186.55,-1.0,-0.4500000000000455,-0.0379106992417898,1235.9795454545454,-1.0,747.3642000000001,718.0558,1198.4155,1174.6844999999998,-23.800399999999968,-24.185500000000275,1017.0811597176431,0.0,0.0,0.0,0
80,2016-11-30,742.69,1.0,9.980000000000018,1.3620668477296636,721.5323333333333,1,1178.1,-1.0,-8.450000000000045,-0.7121486663014661,1235.9795454545454,-1.0,757.5438,727.8362000000001,1189.8809999999999,1166.319,-19.52800000000002,-32.096500000000106,1017.0811597176431,0.0,0.0,0.0,0
81,2016-12-01,742.05,-1.0,-0.6400000000001,-0.0861732351317642,819.8580645161289,-1,1161.85,-1.0,-16.25,-1.3793396146337324,1150.33375,1.0,756.891,727.209,1173.4685,1150.2314999999999,-30.334800000000087,-39.64949999999999,0.0,1.343761730179964,0.0,0.0,0
82,2016-12-02,772.43,1.0,30.379999999999995,4.094063742335422,819.8580645161289,-1,1173.5,1.0,11.650000000000093,1.0027111933554325,1150.33375,1.0,787.8786,756.9813999999999,1185.235,1161.765,0.09039999999993142,-11.703499999999849,0.0,-1.343761730179964,0.0,0.0,0
83,2016-12-03,764.33,-1.0,-8.099999999999909,-1.0486387115984503,819.8580645161289,-1,1173.5,0.0,0.0,0.0,1150.33375,1.0,779.6166000000001,749.0434,1185.235,1161.765,-38.835199999999986,-23.4699999999998,1017.2026357780513,0.0,0.0,0.0,0
84,2016-12-04,762.97,-1.0,-1.3600000000000136,-0.1779336150615589,819.8580645161289,-1,1173.5,0.0,0.0,0.0,1150.33375,1.0,778.2294,747.7106,1185.235,1161.765,-31.906000000000063,-23.4699999999998,1017.2026357780513,0.0,0.0,0.0,0
85,2016-12-05,754.63,-1.0,-8.340000000000032,-1.093096714156524,819.8580645161289,-1,1162.2,-1.0,-11.299999999999956,-0.9629314017895148,1150.33375,1.0,769.7226,739.5373999999999,1173.8220000000001,1150.578,-38.69200000000012,-34.656999999999925,1017.2026357780513,0.0,0.0,0.0,0
86,2016-12-06,756.62,1.0,1.990000000000009,0.2637053920464345,819.8580645161289,-1,1172.5,1.0,10.299999999999956,0.8862502151092716,1150.33375,1.0,771.7524,741.4876,1184.225,1160.775,-28.235000000000014,-13.047000000000025,1017.2026357780513,0.0,0.0,0.0,0
87,2016-12-07,758.99,1.0,2.3700000000000045,0.3132351774999345,819.8580645161289,-1,1177.65,1.0,5.150000000000091,0.4392324093816708,1150.33375,1.0,774.1698,743.8102,1189.4265,1165.8735000000001,-27.942199999999957,-18.35149999999976,1017.2026357780513,0.0,0.0,0.0,0
88,2016-12-08,769.72,1.0,10.730000000000018,1.4137208658875635,819.8580645161289,-1,1171.05,-1.0,-6.600000000000136,-0.5604381607438659,1150.33375,1.0,785.1144,754.3256,1182.7604999999999,1159.3395,-19.8442,-30.08699999999999,1017.2026357780513,0.0,0.0,0.0,0
89,2016-12-09,770.02,1.0,0.2999999999999545,0.0389752117653113,819.8580645161289,-1,1163.6,-1.0,-7.450000000000045,-0.6361812049015879,1150.33375,1.0,785.4204,754.6196,1175.2359999999999,1151.964,-30.494800000000055,-30.796499999999924,1017.2026357780513,0.0,0.0,0.0,0
90,2016-12-10,769.08,-1.0,-0.9399999999999408,-0.1220747513051532,819.8580645161289,-1,1163.6,0.0,0.0,0.0,1150.33375,1.0,784.4616000000001,753.6984,1175.2359999999999,1151.964,-31.72199999999998,-23.271999999999935,1017.2026357780513,0.0,0.0,0.0,0
91,2016-12-11,777.0,1.0,7.919999999999959,1.029801841160862,819.8580645161289,-1,1163.6,0.0,0.0,0.0,1150.33375,1.0,792.54,761.46,1175.2359999999999,1151.964,-23.001600000000053,-23.271999999999935,1017.2026357780513,0.0,0.0,0.0,0
92,2016-12-12,777.0,0.0,0.0,0.0,819.8580645161289,-1,1156.1,-1.0,-7.5,-0.6445513922310073,1150.33375,1.0,792.54,761.46,1167.6609999999998,1144.539,-31.079999999999927,-30.69699999999989,1017.2026357780513,0.0,0.0,0.0,0
93,2016-12-13,777.99,1.0,0.9900000000000092,0.1274131274131285,819.8580645161289,-1,1158.55,1.0,2.450000000000045,0.2119193841363243,1150.33375,1.0,793.5498,762.4302,1170.1354999999999,1146.9645,-30.10979999999995,-20.696499999999787,1017.2026357780513,0.0,0.0,0.0,0
