,Date,Value,roi_x,roi_Value_x,roi_Value_percent_x,month_mean_Value_x,month_roi_x,USD (PM),roi_y,roi_Value_y,roi_Value_percent_y,month_mean_Value_y,month_roi_y,have_money,deal_bitcoin,deal_gold,have_bitcoin,have_gold,buy_Value,sale_Value,buy_USD (PM),sale_USD (PM)
16,2016-09-27,605.96,1.0,6.980000000000018,1.1653143677585258,606.3935,-1,1327.0,-1.0,-13.5,-1.0070869078701976,1323.4833333333331,1.0,,,,,,618.0792,593.8408000000001,1340.27,1313.73
17,2016-09-28,605.67,-1.0,-0.2900000000000773,-0.0478579444187862,606.3935,-1,1322.5,-1.0,-4.5,-0.3391107761868877,1323.4833333333331,-1.0,,,,,,617.7833999999999,593.5566,1335.725,1309.275
18,2016-09-29,603.85,-1.0,-1.8199999999999363,-0.3004936681691245,606.3935,-1,1318.1,-1.0,-4.400000000000091,-0.3327032136105928,1323.4833333333331,-1.0,,,,,,615.927,591.773,1331.281,1304.9189999999999
19,2016-09-30,609.39,1.0,5.539999999999964,0.9174463856918048,606.3935,1,1322.5,1.0,4.400000000000091,0.3338138229269472,1323.4833333333331,-1.0,,,,,,621.5778,597.2022,1335.725,1309.275
20,2016-10-01,614.82,1.0,5.430000000000064,0.8910549894156556,639.3429032258065,-1,1322.5,0.0,0.0,0.0,1266.5690476190478,1.0,,,,,,627.1164000000001,602.5236,1335.725,1309.275
21,2016-10-02,612.98,-1.0,-1.840000000000032,-0.2992745844312208,639.3429032258065,-1,1322.5,0.0,0.0,0.0,1266.5690476190478,1.0,,,,,,625.2396,600.7204,1335.725,1309.275
22,2016-10-03,611.85,-1.0,-1.1299999999999957,-0.1843453293745302,639.3429032258065,-1,1313.3,-1.0,-9.200000000000044,-0.6956521739130469,1266.5690476190478,1.0,,,,,,624.087,599.613,1326.433,1300.167
23,2016-10-04,609.62,-1.0,-2.230000000000018,-0.3644684154613088,639.3429032258065,-1,1283.3,-1.0,-30.0,-2.2843219371050028,1266.5690476190478,1.0,,,,,,621.8124,597.4276,1296.133,1270.4669999999999
24,2016-10-05,607.18,-1.0,-2.4400000000000546,-0.4002493356517264,639.3429032258065,-1,1269.4,-1.0,-13.899999999999864,-1.0831450167536714,1266.5690476190478,1.0,,,,,,619.3235999999999,595.0364,1282.094,1256.7060000000001
25,2016-10-06,612.08,1.0,4.900000000000091,0.807009453539328,639.3429032258065,-1,1254.5,-1.0,-14.900000000000093,-1.1737828895541271,1266.5690476190478,-1.0,,,,,,624.3216000000001,599.8384,1267.045,1241.955
26,2016-10-07,617.21,1.0,5.129999999999996,0.8381257351980125,639.3429032258065,-1,1258.75,1.0,4.25,0.3387803905938621,1266.5690476190478,-1.0,,,,,,629.5542,604.8658,1271.3375,1246.1625
27,2016-10-08,614.74,-1.0,-2.4700000000000277,-0.4001879425155177,639.3429032258065,-1,1258.75,0.0,0.0,0.0,1266.5690476190478,-1.0,,,,,,627.0348,602.4452,1271.3375,1246.1625
28,2016-10-09,615.65,1.0,0.9099999999999682,0.1480300614894049,639.3429032258065,-1,1258.75,0.0,0.0,0.0,1266.5690476190478,-1.0,,,,,,627.963,603.337,1271.3375,1246.1625
29,2016-10-10,617.54,1.0,1.8899999999999864,0.306992609437178,639.3429032258065,-1,1259.5,1.0,0.75,0.0595829195630585,1266.5690476190478,-1.0,,,,,,629.8908,605.1891999999999,1272.095,1246.905
30,2016-10-11,614.77,-1.0,-2.769999999999982,-0.4485539398257573,639.3429032258065,-1,1253.45,-1.0,-6.0499999999999545,-0.4803493449781623,1266.5690476190478,-1.0,,,,,,627.0654,602.4746,1265.9845,1240.9155
31,2016-10-12,635.01,1.0,20.24000000000001,3.2922881728125986,639.3429032258065,-1,1256.5,1.0,3.0499999999999545,0.2433284135785196,1266.5690476190478,-1.0,,,,,,647.7102,622.3098,1269.065,1243.935
32,2016-10-13,635.96,1.0,0.9500000000000456,0.1496039432449954,639.3429032258065,-1,1261.05,1.0,4.5499999999999545,0.3621169916434504,1266.5690476190478,-1.0,,,,,,648.6792,623.2408,1273.6605,1248.4395
33,2016-10-14,634.02,-1.0,-1.9400000000000543,-0.3050506321152359,639.3429032258065,-1,1251.75,-1.0,-9.299999999999956,-0.73748067086951,1266.5690476190478,-1.0,,,,,,646.7004,621.3396,1264.2675,1239.2325
34,2016-10-15,637.94,1.0,3.9200000000000728,0.6182770259613377,639.3429032258065,-1,1251.75,0.0,0.0,0.0,1266.5690476190478,-1.0,,,,,,650.6988000000001,625.1812,1264.2675,1239.2325
35,2016-10-16,641.42,1.0,3.4799999999999045,0.5455058469448387,639.3429032258065,1,1251.75,0.0,0.0,0.0,1266.5690476190478,-1.0,,,,,,654.2484,628.5916,1264.2675,1239.2325
36,2016-10-17,638.97,-1.0,-2.449999999999932,-0.3819650151226859,639.3429032258065,-1,1254.8,1.0,3.0499999999999545,0.2436588775713964,1266.5690476190478,-1.0,,,,,,651.7494,626.1906,1267.348,1242.252
37,2016-10-18,636.29,-1.0,-2.680000000000064,-0.4194250121289049,639.3429032258065,-1,1258.2,1.0,3.400000000000091,0.2709595154606384,1266.5690476190478,-1.0,,,,,,649.0158,623.5641999999999,1270.7820000000002,1245.618
38,2016-10-19,629.25,-1.0,-7.039999999999964,-1.1064137421615874,639.3429032258065,-1,1269.05,1.0,10.849999999999907,0.8623430297249968,1266.5690476190478,1.0,,,,,,641.835,616.665,1281.7404999999999,1256.3595
39,2016-10-20,627.72,-1.0,-1.5299999999999727,-0.2431466030989229,639.3429032258065,-1,1271.65,1.0,2.6000000000001364,0.2048776643946366,1266.5690476190478,1.0,,,,,,640.2744,615.1656,1284.3665,1258.9335
40,2016-10-21,631.92,1.0,4.199999999999932,0.6690881284649097,639.3429032258065,-1,1266.05,-1.0,-5.600000000000136,-0.4403727440726722,1266.5690476190478,-1.0,,,,,,644.5584,619.2815999999999,1278.7105,1253.3895
41,2016-10-22,655.48,1.0,23.56000000000006,3.7283200405114663,639.3429032258065,1,1266.05,0.0,0.0,0.0,1266.5690476190478,-1.0,,,,,,668.5896,642.3704,1278.7105,1253.3895
42,2016-10-23,653.25,-1.0,-2.230000000000018,-0.3402087020198966,639.3429032258065,1,1266.05,0.0,0.0,0.0,1266.5690476190478,-1.0,,,,,,666.315,640.185,1278.7105,1253.3895
43,2016-10-24,651.39,-1.0,-1.8600000000000136,-0.2847301951779584,639.3429032258065,1,1265.55,-1.0,-0.5,-0.0394929110224714,1266.5690476190478,-1.0,,,,,,664.4177999999999,638.3622,1278.2055,1252.8944999999999
44,2016-10-25,655.31,1.0,3.919999999999959,0.6017900182686193,639.3429032258065,1,1269.4,1.0,3.850000000000136,0.3042155584528574,1266.5690476190478,1.0,,,,,,668.4162,642.2037999999999,1282.094,1256.7060000000001
45,2016-10-26,651.45,-1.0,-3.8599999999999,-0.5890341975553403,639.3429032258065,1,1270.5,1.0,1.099999999999909,0.0866551126516392,1266.5690476190478,1.0,,,,,,664.479,638.421,1283.205,1257.795
46,2016-10-27,682.22,1.0,30.769999999999985,4.723309540256348,639.3429032258065,1,1266.25,-1.0,-4.25,-0.3345139708776072,1266.5690476190478,-1.0,,,,,,695.8644,668.5756,1278.9125,1253.5875
47,2016-10-28,687.68,1.0,5.459999999999923,0.8003283398317145,639.3429032258065,1,1273.0,1.0,6.75,0.5330700888450148,1266.5690476190478,1.0,,,,,,701.4336,673.9264,1285.73,1260.27
48,2016-10-29,685.91,-1.0,-1.7699999999999818,-0.2573871568171216,639.3429032258065,1,1273.0,0.0,0.0,0.0,1266.5690476190478,1.0,,,,,,699.6282,672.1918,1285.73,1260.27
49,2016-10-30,698.0,1.0,12.090000000000032,1.762621918327482,639.3429032258065,1,1273.0,0.0,0.0,0.0,1266.5690476190478,1.0,,,,,,711.96,684.04,1285.73,1260.27
50,2016-10-31,702.0,1.0,4.0,0.5730659025787965,639.3429032258065,1,1272.0,-1.0,-1.0,-0.0785545954438334,1266.5690476190478,1.0,,,,,,716.04,687.96,1284.72,1259.28
51,2016-11-01,697.01,-1.0,-4.990000000000009,-0.7108262108262121,721.5323333333333,-1,1288.45,1.0,16.450000000000045,1.2932389937106954,1235.9795454545454,1.0,,,,,,710.9502,683.0698,1301.3345000000002,1275.5655
52,2016-11-02,733.33,1.0,36.32000000000005,5.210829112925216,721.5323333333333,1,1303.75,1.0,15.299999999999956,1.1874733206565993,1235.9795454545454,1.0,,,,,,747.9966000000001,718.6634,1316.7875,1290.7125
53,2016-11-03,686.17,-1.0,-47.16000000000008,-6.430938322446932,721.5323333333333,-1,1301.0,-1.0,-2.75,-0.2109300095877277,1235.9795454545454,1.0,,,,,,699.8933999999999,672.4466,1314.01,1287.99
54,2016-11-04,683.69,-1.0,-2.4799999999999045,-0.3614264686593562,721.5323333333333,-1,1302.8,1.0,1.7999999999999543,0.1383551114527252,1235.9795454545454,1.0,,,,,,697.3638000000001,670.0162,1315.828,1289.772
55,2016-11-05,704.79,1.0,21.09999999999991,3.0861940353083863,721.5323333333333,-1,1302.8,0.0,0.0,0.0,1235.9795454545454,1.0,,,,,,718.8858,690.6941999999999,1315.828,1289.772
56,2016-11-06,712.0,1.0,7.210000000000036,1.0229997587934043,721.5323333333333,-1,1302.8,0.0,0.0,0.0,1235.9795454545454,1.0,,,,,,726.24,697.76,1315.828,1289.772
57,2016-11-07,709.96,-1.0,-2.039999999999964,-0.2865168539325791,721.5323333333333,-1,1283.05,-1.0,-19.75,-1.5159656125268652,1235.9795454545454,1.0,,,,,,724.1592,695.7608,1295.8805,1270.2195
58,2016-11-08,708.97,-1.0,-0.9900000000000092,-0.1394444757451136,721.5323333333333,-1,1282.35,-1.0,-0.7000000000000455,-0.0545574997077312,1235.9795454545454,1.0,,,,,,723.1494,694.7906,1295.1734999999999,1269.5265
59,2016-11-09,720.93,1.0,11.959999999999924,1.686954314004813,721.5323333333333,-1,1281.4,-1.0,-0.949999999999818,-0.0740827387218636,1235.9795454545454,1.0,,,,,,735.3485999999999,706.5114,1294.2140000000002,1268.586
60,2016-11-10,721.5,1.0,0.57000000000005,0.07906454163373,721.5323333333333,-1,1267.5,-1.0,-13.900000000000093,-1.084751053535203,1235.9795454545454,1.0,,,,,,735.9300000000001,707.0699999999999,1280.175,1254.825
61,2016-11-11,715.45,-1.0,-6.0499999999999545,-0.8385308385308323,721.5323333333333,-1,1236.45,-1.0,-31.049999999999955,-2.449704142011831,1235.9795454545454,1.0,,,,,,729.759,701.1410000000001,1248.8145,1224.0855000000001
62,2016-11-12,703.71,-1.0,-11.740000000000007,-1.6409252917744088,721.5323333333333,-1,1236.45,0.0,0.0,0.0,1235.9795454545454,-1.0,,,,,,717.7842,689.6358,1248.8145,1224.0855000000001
63,2016-11-13,702.28,-1.0,-1.4300000000000637,-0.2032087081326205,721.5323333333333,-1,1236.45,0.0,0.0,0.0,1235.9795454545454,-1.0,,,,,,716.3256,688.2343999999999,1248.8145,1224.0855000000001
64,2016-11-14,706.46,1.0,4.180000000000064,0.5952041920601561,721.5323333333333,-1,1213.6,-1.0,-22.850000000000136,-1.848032674188211,1235.9795454545454,-1.0,,,,,,720.5892,692.3308000000001,1225.7359999999999,1201.464
65,2016-11-15,710.91,1.0,4.449999999999932,0.6299011975200197,721.5323333333333,-1,1226.95,1.0,13.350000000000136,1.1000329597890686,1235.9795454545454,-1.0,,,,,,725.1282,696.6918,1239.2195000000002,1214.6805
66,2016-11-16,711.73,1.0,0.82000000000005,0.1153451210420517,721.5323333333333,-1,1229.2,1.0,2.25,0.183381555890623,1235.9795454545454,-1.0,,,,,,725.9646,697.4954,1241.492,1216.9080000000001
67,2016-11-17,736.96,1.0,25.230000000000015,3.5448835934975365,721.5323333333333,1,1226.75,-1.0,-2.450000000000045,-0.1993166287015982,1235.9795454545454,-1.0,,,,,,751.6992,722.2208,1239.0175,1214.4825
68,2016-11-18,747.52,1.0,10.559999999999944,1.4329135909682946,721.5323333333333,1,1211.0,-1.0,-15.75,-1.2838801711840229,1235.9795454545454,-1.0,,,,,,762.4704,732.5695999999999,1223.11,1198.89
69,2016-11-19,748.98,1.0,1.4600000000000364,0.1953125000000048,721.5323333333333,1,1211.0,0.0,0.0,0.0,1235.9795454545454,-1.0,,,,,,763.9596,734.0004,1223.11,1198.89
70,2016-11-20,729.06,-1.0,-19.920000000000076,-2.65961707922776,721.5323333333333,1,1211.0,0.0,0.0,0.0,1235.9795454545454,-1.0,,,,,,743.6411999999999,714.4788,1223.11,1198.89
71,2016-11-21,738.53,1.0,9.470000000000027,1.2989328724659188,721.5323333333333,1,1214.25,1.0,3.25,0.2683732452518579,1235.9795454545454,-1.0,,,,,,753.3006,723.7593999999999,1226.3925,1202.1075
72,2016-11-22,736.97,-1.0,-1.5599999999999454,-0.2112304171800665,721.5323333333333,1,1212.25,-1.0,-2.0,-0.1647107267860819,1235.9795454545454,-1.0,,,,,,751.7094000000001,722.2306,1224.3725,1200.1275
73,2016-11-23,741.63,1.0,4.659999999999968,0.6323188189478497,721.5323333333333,1,1185.35,-1.0,-26.90000000000009,-2.219014229738097,1235.9795454545454,-1.0,,,,,,756.4626,726.7974,1197.2034999999998,1173.4965
74,2016-11-24,737.45,-1.0,-4.17999999999995,-0.5636233701441352,721.5323333333333,1,1186.1,1.0,0.75,0.0632724511747585,1235.9795454545454,-1.0,,,,,,752.1990000000001,722.701,1197.961,1174.2389999999998
75,2016-11-25,735.64,-1.0,-1.8100000000000591,-0.2454403688385733,721.5323333333333,1,1187.7,1.0,1.6000000000001364,0.1348958772447632,1235.9795454545454,-1.0,,,,,,750.3528,720.9272,1199.577,1175.823
76,2016-11-26,733.67,-1.0,-1.9700000000000275,-0.2677940296884383,721.5323333333333,1,1187.7,0.0,0.0,0.0,1235.9795454545454,-1.0,,,,,,748.3434,718.9966,1199.577,1175.823
77,2016-11-27,727.96,-1.0,-5.709999999999923,-0.7782790627938887,721.5323333333333,1,1187.7,0.0,0.0,0.0,1235.9795454545454,-1.0,,,,,,742.5192000000001,713.4008,1199.577,1175.823
78,2016-11-28,727.31,-1.0,-0.650000000000091,-0.0892906203637687,721.5323333333333,1,1187.0,-1.0,-0.7000000000000455,-0.058937442115016,1235.9795454545454,-1.0,,,,,,741.8562,712.7638,1198.8700000000001,1175.1299999999999
79,2016-11-29,732.71,1.0,5.400000000000091,0.7424619488251353,721.5323333333333,1,1186.55,-1.0,-0.4500000000000455,-0.0379106992417898,1235.9795454545454,-1.0,,,,,,747.3642000000001,718.0558,1198.4155,1174.6844999999998
80,2016-11-30,742.69,1.0,9.980000000000018,1.3620668477296636,721.5323333333333,1,1178.1,-1.0,-8.450000000000045,-0.7121486663014661,1235.9795454545454,-1.0,,,,,,757.5438,727.8362000000001,1189.8809999999999,1166.319
81,2016-12-01,742.05,-1.0,-0.6400000000001,-0.0861732351317642,819.8580645161289,-1,1161.85,-1.0,-16.25,-1.3793396146337324,1150.33375,1.0,,,,,,756.891,727.209,1173.4685,1150.2314999999999
82,2016-12-02,772.43,1.0,30.379999999999995,4.094063742335422,819.8580645161289,-1,1173.5,1.0,11.650000000000093,1.0027111933554325,1150.33375,1.0,,,,,,787.8786,756.9813999999999,1185.235,1161.765
83,2016-12-03,764.33,-1.0,-8.099999999999909,-1.0486387115984503,819.8580645161289,-1,1173.5,0.0,0.0,0.0,1150.33375,1.0,,,,,,779.6166000000001,749.0434,1185.235,1161.765
84,2016-12-04,762.97,-1.0,-1.3600000000000136,-0.1779336150615589,819.8580645161289,-1,1173.5,0.0,0.0,0.0,1150.33375,1.0,,,,,,778.2294,747.7106,1185.235,1161.765
85,2016-12-05,754.63,-1.0,-8.340000000000032,-1.093096714156524,819.8580645161289,-1,1162.2,-1.0,-11.299999999999956,-0.9629314017895148,1150.33375,1.0,,,,,,769.7226,739.5373999999999,1173.8220000000001,1150.578
86,2016-12-06,756.62,1.0,1.990000000000009,0.2637053920464345,819.8580645161289,-1,1172.5,1.0,10.299999999999956,0.8862502151092716,1150.33375,1.0,,,,,,771.7524,741.4876,1184.225,1160.775
87,2016-12-07,758.99,1.0,2.3700000000000045,0.3132351774999345,819.8580645161289,-1,1177.65,1.0,5.150000000000091,0.4392324093816708,1150.33375,1.0,,,,,,774.1698,743.8102,1189.4265,1165.8735000000001
88,2016-12-08,769.72,1.0,10.730000000000018,1.4137208658875635,819.8580645161289,-1,1171.05,-1.0,-6.600000000000136,-0.5604381607438659,1150.33375,1.0,,,,,,785.1144,754.3256,1182.7604999999999,1159.3395
89,2016-12-09,770.02,1.0,0.2999999999999545,0.0389752117653113,819.8580645161289,-1,1163.6,-1.0,-7.450000000000045,-0.6361812049015879,1150.33375,1.0,,,,,,785.4204,754.6196,1175.2359999999999,1151.964
90,2016-12-10,769.08,-1.0,-0.9399999999999408,-0.1220747513051532,819.8580645161289,-1,1163.6,0.0,0.0,0.0,1150.33375,1.0,,,,,,784.4616000000001,753.6984,1175.2359999999999,1151.964
91,2016-12-11,777.0,1.0,7.919999999999959,1.029801841160862,819.8580645161289,-1,1163.6,0.0,0.0,0.0,1150.33375,1.0,,,,,,792.54,761.46,1175.2359999999999,1151.964
92,2016-12-12,777.0,0.0,0.0,0.0,819.8580645161289,-1,1156.1,-1.0,-7.5,-0.6445513922310073,1150.33375,1.0,,,,,,792.54,761.46,1167.6609999999998,1144.539
93,2016-12-13,777.99,1.0,0.9900000000000092,0.1274131274131285,819.8580645161289,-1,1158.55,1.0,2.450000000000045,0.2119193841363243,1150.33375,1.0,,,,,,793.5498,762.4302,1170.1354999999999,1146.9645
94,2016-12-14,774.89,-1.0,-3.1000000000000227,-0.398462705176162,819.8580645161289,-1,1162.25,1.0,3.7000000000000455,0.3193647231453149,1150.33375,1.0,,,,,,790.3878,759.3922,1173.8725,1150.6275
95,2016-12-15,776.75,1.0,1.8600000000000136,0.2400340693517807,819.8580645161289,-1,1126.95,-1.0,-35.299999999999955,-3.037212303721226,1150.33375,-1.0,,,,,,792.285,761.215,1138.2195000000002,1115.6805
96,2016-12-16,775.88,-1.0,-0.8700000000000045,-0.112005149662054,819.8580645161289,-1,1131.6,1.0,4.649999999999864,0.4126181285771208,1150.33375,-1.0,,,,,,791.3976,760.3624,1142.916,1120.2839999999999
97,2016-12-17,788.7,1.0,12.82000000000005,1.652317368665264,819.8580645161289,-1,1131.6,0.0,0.0,0.0,1150.33375,-1.0,,,,,,804.474,772.926,1142.916,1120.2839999999999
98,2016-12-18,788.4,-1.0,-0.3000000000000682,-0.038037276531009,819.8580645161289,-1,1131.6,0.0,0.0,0.0,1150.33375,-1.0,,,,,,804.168,772.632,1142.916,1120.2839999999999
99,2016-12-19,788.67,1.0,0.2699999999999818,0.0342465753424634,819.8580645161289,-1,1136.25,1.0,4.650000000000091,0.4109225874867525,1150.33375,-1.0,,,,,,804.4434,772.8965999999999,1147.6125,1124.8875
100,2016-12-20,793.09,1.0,4.420000000000073,0.5604371917278549,819.8580645161289,-1,1125.7,-1.0,-10.549999999999956,-0.9284928492849244,1150.33375,-1.0,,,,,,808.9518,777.2282,1136.957,1114.443
101,2016-12-21,824.21,1.0,31.120000000000005,3.9238926225270783,819.8580645161289,1,1133.65,1.0,7.950000000000045,0.7062272363862526,1150.33375,-1.0,,,,,,840.6942,807.7258,1144.9865000000002,1122.3135
102,2016-12-22,834.97,1.0,10.759999999999993,1.305492532242995,819.8580645161289,1,1131.35,-1.0,-2.300000000000182,-0.2028844881577367,1150.33375,-1.0,,,,,,851.6694,818.2706000000001,1142.6634999999999,1120.0365
103,2016-12-23,901.31,1.0,66.33999999999992,7.945195635771335,819.8580645161289,1,1132.975,1.0,1.625,0.1436337119370663,1150.33375,-1.0,,,,,,919.3362,883.2837999999999,1144.30475,1121.6452499999998
104,2016-12-24,891.61,-1.0,-9.699999999999932,-1.07621129245209,819.8580645161289,1,1132.975,0.0,0.0,0.0,1150.33375,-1.0,,,,,,909.4422000000001,873.7778,1144.30475,1121.6452499999998
105,2016-12-25,892.6,1.0,0.9900000000000092,0.1110350938190474,819.8580645161289,1,1132.975,0.0,0.0,0.0,1150.33375,-1.0,,,,,,910.452,874.748,1144.30475,1121.6452499999998
106,2016-12-26,897.33,1.0,4.730000000000018,0.529912614833074,819.8580645161289,1,1132.975,0.0,0.0,0.0,1150.33375,-1.0,,,,,,915.2766,879.3834,1144.30475,1121.6452499999998
107,2016-12-27,930.37,1.0,33.039999999999964,3.682034480068644,819.8580645161289,1,1132.975,0.0,0.0,0.0,1150.33375,-1.0,,,,,,948.9774,911.7626,1144.30475,1121.6452499999998
108,2016-12-28,930.34,-1.0,-0.0299999999999727,-0.0032245235766386,819.8580645161289,1,1134.6,1.0,1.625,0.1434277014055915,1150.33375,-1.0,,,,,,948.9468,911.7332,1145.946,1123.254
109,2016-12-29,963.38,1.0,33.039999999999964,3.5513898144764235,819.8580645161289,1,1145.9,1.0,11.300000000000182,0.9959457077384262,1150.33375,-1.0,,,,,,982.6476,944.1124,1157.3590000000002,1134.441
110,2016-12-30,952.15,-1.0,-11.230000000000018,-1.1656874753472168,819.8580645161289,1,1148.45,1.0,2.5499999999999545,0.2225325071995771,1150.33375,-1.0,,,,,,971.193,933.107,1159.9345,1136.9655
111,2016-12-31,958.12,1.0,5.970000000000027,0.627002047996642,819.8580645161289,1,1148.45,0.0,0.0,0.0,1192.6166666666668,-1.0,,,,,,977.2824,938.9576,1159.9345,1136.9655
112,2017-01-01,997.72,1.0,39.60000000000002,4.13309397570242,913.6590451612904,1,1148.45,0.0,0.0,0.0,1192.6166666666668,-1.0,,,,,,1017.6744,977.7656000000001,1159.9345,1136.9655
113,2017-01-02,1015.97,1.0,18.25,1.8291705087599728,913.6590451612904,1,1148.45,0.0,0.0,0.0,1192.6166666666668,-1.0,,,,,,1036.2894000000001,995.6506,1159.9345,1136.9655
114,2017-01-03,1013.42,-1.0,-2.550000000000068,-0.2509916631396663,913.6590451612904,1,1151.0,1.0,2.5499999999999545,0.2220383995820413,1192.6166666666668,-1.0,,,,,,1033.6884,993.1515999999999,1162.51,1139.49
115,2017-01-04,1126.76,1.0,113.34000000000005,11.18391190227152,913.6590451612904,1,1164.25,1.0,13.25,1.1511728931364031,1192.6166666666668,-1.0,,,,,,1149.2952,1104.2248,1175.8925,1152.6075
116,2017-01-05,994.67,-1.0,-132.09000000000003,-11.722993361496684,913.6590451612904,1,1176.7,1.0,12.450000000000044,1.0693579557655182,1192.6166666666668,-1.0,,,,,,1014.5634,974.7765999999999,1188.467,1164.933
117,2017-01-06,999.65,1.0,4.980000000000018,0.5006685634431539,913.6590451612904,1,1175.85,-1.0,-0.8500000000001364,-0.0722359139967822,1192.6166666666668,-1.0,,,,,,1019.643,979.6569999999999,1187.6084999999998,1164.0915
118,2017-01-07,896.83,-1.0,-102.81999999999994,-10.285599959985989,913.6590451612904,-1,1175.85,0.0,0.0,0.0,1192.6166666666668,-1.0,,,,,,914.7666,878.8934,1187.6084999999998,1164.0915
119,2017-01-08,908.14,1.0,11.309999999999944,1.2611085713011323,913.6590451612904,-1,1175.85,0.0,0.0,0.0,1192.6166666666668,-1.0,,,,,,926.3028,889.9771999999999,1187.6084999999998,1164.0915
120,2017-01-09,910.49,1.0,2.3500000000000227,0.2587706741251374,913.6590451612904,-1,1178.5,1.0,2.650000000000091,0.2253688820853077,1192.6166666666668,-1.0,,,,,,928.6998,892.2802,1190.285,1166.715
121,2017-01-10,906.05,-1.0,-4.440000000000055,-0.4876495074081049,913.6590451612904,-1,1189.5,1.0,11.0,0.9333899024183284,1192.6166666666668,-1.0,,,,,,924.1709999999999,887.929,1201.395,1177.605
122,2017-01-11,785.22,-1.0,-120.82999999999991,-13.335908614314876,913.6590451612904,-1,1178.55,-1.0,-10.950000000000044,-0.9205548549810884,1192.6166666666668,-1.0,,,,,,800.9244,769.5156000000001,1190.3355,1166.7645
